-2.202617264688258580e-02;1.331069198661129216e-02;3.641831633481292484e-03;2.824381130175308841e-02
-2.995913144838058262e-02;9.679766357932922255e-03;1.838126448527372531e-02;3.332872301924912767e-02
-1.110594792778147114e-02;1.327462992133580759e-02;6.964143029949988566e-03;1.484809166558409554e-02
-1.423682005191191820e-02;8.125994287306839009e-03;4.159889368521287544e-04;9.016416973235151511e-03
-1.034019083842868322e-02;6.864464057237365698e-03;2.905769568205746663e-03;6.132414833053323466e-03
-6.274059217240939013e-03;1.978054212400531114e-03;-6.981362637899578933e-04;2.091430349372242099e-03
6.969707502930165728e-03;5.851087920265658424e-03;5.849857315664246452e-03;7.964892093620478883e-03
1.059555019955934173e-02;-7.011619409857321010e-03;-1.019947387748719632e-02;-1.547122347620303109e-02
1.259972355429457569e-02;-1.474532727502582408e-02;-1.007384519904945194e-02;-1.257405921724101538e-02
1.939530937922130660e-03;-6.780479762987424823e-03;-5.311298382570119568e-03;-5.060683080269281521e-03
-1.055600148220105531e-03;-4.575878371869063557e-03;8.819065398484001502e-04;2.716630991426744780e-03
-8.184546108626802874e-03;1.285090010576269532e-04;-1.912154455336310867e-03;9.560103386712402252e-04
-3.948912079734376822e-03;-7.267959698781934277e-03;-8.589308013388693291e-03;-3.231737119862649471e-03
-2.168815771548254258e-03;4.580247898863861779e-03;-6.214508655443205451e-03;9.897048326900295331e-03
-1.013414482451766192e-02;1.951569461196673953e-03;-2.239548783854078927e-03;7.123693591747766625e-03
-1.979851079562513008e-02;-7.628580351537394069e-03;-4.772400576256572401e-03;3.151890488483997683e-03
-7.515632250948807262e-03;-2.042063497604886327e-03;-5.594123422698467699e-03;3.812992682170533026e-03
-2.454851084549763106e-03;-4.170367403436754834e-03;-6.658542898353923302e-03;-6.180640276631012633e-03
7.061360793459948819e-03;-4.806536477808094447e-03;-8.083743540408510481e-03;-6.292464781713961140e-03
1.246804886194569084e-02;-9.403914754961753900e-03;-1.011172641895324506e-02;-1.476779918513821364e-02
8.345951483668586843e-03;-5.991448195304053224e-03;-1.034666488872299818e-02;-9.452175857155417985e-03
2.650231847499500987e-03;-5.326814701457139797e-03;-1.385388800268782042e-02;-6.646878906914689342e-03
-1.669851079562513149e-02;-2.383101485833854800e-03;2.503120544500138183e-05;1.855504725680940173e-02
-8.531844128958486484e-03;1.310881932743543192e-02;-4.132646697176780952e-03;2.013091670571248715e-02
