-9.182165156245945814e-03;2.058089664150703976e-02;1.018834046173172463e-02;3.037162697858562452e-02
-2.704873818995356602e-02;9.885671922405971437e-03;1.364690787746221205e-02;2.098047529319236465e-02
-1.646165953826834658e-02;6.191289899933881749e-03;1.258370563027101131e-02;1.833230113588884408e-02
-1.222415953826823908e-02;8.902385405552031700e-03;9.745222484203635085e-03;1.165575619206873567e-02
-8.056743807931122936e-03;8.418537090945355655e-03;9.277666304428378724e-03;1.195435169768675580e-02
3.276542708922787570e-03;6.632582034765351769e-03;7.771205630271045203e-03;7.855475293192406769e-03
6.641289899933870353e-03;1.648820001229346632e-02;2.007921124824870590e-02;1.673342473139471584e-02
1.680336855161939161e-02;-1.134833695571727408e-03;-2.649861785459275629e-03;-7.360535942762674866e-03
1.933805956285535033e-02;-2.541715718043636649e-03;-6.800584146728532245e-04;-2.062502234897598680e-03
1.283384607970928376e-02;-3.326828077594165458e-03;-1.870929201189730582e-03;-4.403934819167089169e-03
8.296205630271117487e-03;-2.952269539986947071e-04;2.570643832518291344e-03;9.073011358890174924e-04
1.198312371844173713e-03;-2.155921225379113146e-04;8.724696752147916966e-04;4.068115742630633823e-03
5.808705630270952561e-03;1.535531472967627872e-03;-3.662943697289549987e-04;1.445362933641725078e-03
-3.168401111302070368e-03;4.684688776338379219e-03;-9.116153920290902615e-03;9.284688776338477154e-03
-2.447474145009734519e-03;8.751402259484643981e-03;2.502947203304856615e-03;1.628693596734975130e-02
-6.859693246133551081e-03;-2.624299987706325658e-03;-5.160676392200729684e-03;8.904211248248493360e-03
-2.536238189953647117e-03;1.239604506675537733e-03;-1.034131448380627098e-03;5.013621360608283908e-03
7.888200012293629382e-03;2.394379787574417873e-03;-3.003513470852666942e-03;-4.952530324785175443e-03
2.026542708922736587e-03;-5.019524706807545686e-03;-4.300423583212069183e-03;-3.336238189953638807e-03
1.431221686622612815e-02;-4.281884257369315654e-03;-1.365618201017830893e-02;-1.107542358321202645e-02
7.461233720158774903e-03;-5.725844931526662129e-03;-6.457867403436775254e-03;-6.057305605683961994e-03
1.883986529147393691e-03;-4.845527966951819043e-04;-3.379215718043546580e-03;-1.841856167481678488e-03
-1.574578875175135229e-02;-6.915451673099648477e-03;-2.544665156245862377e-03;8.869239338136308132e-03
-2.816033584927935094e-04;9.959407877462026631e-03;-6.570247068076383269e-04;1.532696405723734702e-02
