-2.368063298055631330e-02;1.334025568134352552e-02;8.418703076644948671e-03;2.989904015529660022e-02
-2.632940724000480681e-02;9.759043023854344946e-04;5.668805221690835679e-03;1.734873372015869122e-02
-1.986847772008637492e-02;3.848069777359970200e-03;-1.177977209361152086e-03;1.147804934835063191e-02
-1.505800785287497896e-02;2.736680604734709806e-03;1.195209716072874852e-03;1.017595537490847794e-02
-9.900653409565494945e-03;1.958233209433457318e-03;1.150470185940117912e-03;3.558692862140303177e-03
-3.652645237961890581e-03;-3.244626851853517433e-03;-4.236761683314244943e-03;-2.690081397308194573e-03
-9.133193952652011050e-04;-8.068273429994582413e-03;-5.935178435101746454e-03;-6.401623787502175832e-03
1.096752840861629427e-02;-8.562042582190775367e-03;-1.149656760772695997e-02;-1.927179743408028237e-02
6.663340461731722536e-03;-1.478221622876885362e-02;-7.303870978513440915e-03;-1.020356454337555292e-02
2.990970696665335143e-03;-5.486812755837246723e-03;-2.900091611812762385e-03;-2.293962909054820653e-03
-6.974963930505256003e-03;-5.173125319677898508e-03;-1.112764943459361309e-04;6.496435456624528176e-03
-6.403462398329554627e-03;6.773343330288640650e-04;-2.214647280862855686e-03;3.878457928534590881e-03
-7.967507342149683994e-03;-3.744021327524043089e-04;-2.838702439187519924e-03;4.582799092988140872e-03
-3.170724911097673199e-03;1.162467856183392427e-02;-2.794065054100779502e-03;1.503249265785022888e-02
-8.252900600576724283e-03;8.903578263895181632e-04;-2.674810712936260063e-03;9.372022790638777356e-03
-1.302721112151656278e-02;-3.298508363600259619e-03;-7.562706524989398077e-03;2.692094292170923650e-03
-6.723840334999679064e-03;-6.603053818145613110e-03;-1.106469835338572995e-02;-6.846107955020015040e-03
2.910582545490661421e-03;-1.114544401222129950e-02;-1.524840621855430393e-02;-9.423942480045580800e-03
4.363442606777727384e-03;-1.089140928290570007e-02;-9.943094676164089540e-03;-1.160305381814571990e-02
2.319648652914747464e-02;-1.283849814909562327e-02;-1.604707833295673097e-02;-2.188757884368195197e-02
6.162778663978934167e-03;-2.820119386768276531e-04;1.154280930749262447e-02;1.899878479268161946e-02
-1.609176679056660911e-02;1.009607794896360926e-02;1.418029653936187136e-02;2.758678274978081449e-02
-2.388625095808442206e-02;1.217804934835070574e-02;9.509918602691886866e-03;3.154357539533749616e-02
-1.586260437994341244e-02;2.283090940963774726e-02;1.162421156318052323e-03;2.194904015529666047e-02
